date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:27:47	2912/2912	---M--	200	added ('OK')	image/png	etag:%2261d36364-b60%22	https://opytex.com.br/media/uploads/produtos/icone/iconegestor.png	C:/Users/opytex-note-1/Documents/opytex/opytex.com.br/media/uploads/produtos/icone/iconegestor.png	(from https://opytex.com.br/produtos/)
18:27:47	343873/343873	---M--	200	added ('OK')	image/png	etag:%2261d3635a-53f41%22	https://opytex.com.br/media/uploads/produtos/thumbnail/gestor.png	C:/Users/opytex-note-1/Documents/opytex/opytex.com.br/media/uploads/produtos/thumbnail/gestor.png	(from https://opytex.com.br/produtos/)
18:27:48	3201/3201	---M--	200	added ('OK')	image/png	etag:%2261d3635e-c81%22	https://opytex.com.br/media/uploads/produtos/icone/iconepet.png	C:/Users/opytex-note-1/Documents/opytex/opytex.com.br/media/uploads/produtos/icone/iconepet.png	(from https://opytex.com.br/produtos/)
18:27:48	371984/371984	---M--	200	added ('OK')	image/png	etag:%2261d3635c-5ad10%22	https://opytex.com.br/media/uploads/produtos/thumbnail/pet.png	C:/Users/opytex-note-1/Documents/opytex/opytex.com.br/media/uploads/produtos/thumbnail/pet.png	(from https://opytex.com.br/produtos/)
18:27:48	2366/2366	---M--	200	added ('OK')	image/png	etag:%2261d3635e-93e%22	https://opytex.com.br/media/uploads/produtos/icone/iconeone.png	C:/Users/opytex-note-1/Documents/opytex/opytex.com.br/media/uploads/produtos/icone/iconeone.png	(from https://opytex.com.br/produtos/)
18:27:48	280626/280626	---M--	200	added ('OK')	image/png	etag:%2261d36356-44832%22	https://opytex.com.br/media/uploads/produtos/thumbnail/one.png	C:/Users/opytex-note-1/Documents/opytex/opytex.com.br/media/uploads/produtos/thumbnail/one.png	(from https://opytex.com.br/produtos/)
18:27:49	4217/4217	---M--	200	added ('OK')	image/png	etag:%2261d3635e-1079%22	https://opytex.com.br/media/uploads/produtos/icone/iconefiscal.png	C:/Users/opytex-note-1/Documents/opytex/opytex.com.br/media/uploads/produtos/icone/iconefiscal.png	(from https://opytex.com.br/produtos/)
18:27:49	286859/286859	---M--	200	added ('OK')	image/png	etag:%2261d3635c-4608b%22	https://opytex.com.br/media/uploads/produtos/thumbnail/fiscal.png	C:/Users/opytex-note-1/Documents/opytex/opytex.com.br/media/uploads/produtos/thumbnail/fiscal.png	(from https://opytex.com.br/produtos/)
18:27:49	179333/179333	---M--	200	added ('OK')	image/png	etag:%2261d36358-2bc85%22	https://opytex.com.br/media/uploads/produtos/thumbnail/director.png	C:/Users/opytex-note-1/Documents/opytex/opytex.com.br/media/uploads/produtos/thumbnail/director.png	(from https://opytex.com.br/produtos/)
18:27:49	2960/2960	---M--	200	added ('OK')	image/png	etag:%2261d36360-b90%22	https://opytex.com.br/media/uploads/produtos/icone/iconedirector.png	C:/Users/opytex-note-1/Documents/opytex/opytex.com.br/media/uploads/produtos/icone/iconedirector.png	(from https://opytex.com.br/produtos/)
18:27:49	2821/2821	---M--	200	added ('OK')	image/png	etag:%2261d36364-b05%22	https://opytex.com.br/media/uploads/produtos/icone/iconecloud.png	C:/Users/opytex-note-1/Documents/opytex/opytex.com.br/media/uploads/produtos/icone/iconecloud.png	(from https://opytex.com.br/produtos/)
18:27:50	304611/304611	---M--	200	added ('OK')	image/png	etag:%2261d3635a-4a5e3%22	https://opytex.com.br/media/uploads/produtos/thumbnail/cloud.png	C:/Users/opytex-note-1/Documents/opytex/opytex.com.br/media/uploads/produtos/thumbnail/cloud.png	(from https://opytex.com.br/produtos/)
18:27:50	332968/332968	---M--	200	added ('OK')	image/png	etag:%2261d3635c-514a8%22	https://opytex.com.br/media/uploads/produtos/thumbnail/stock.png	C:/Users/opytex-note-1/Documents/opytex/opytex.com.br/media/uploads/produtos/thumbnail/stock.png	(from https://opytex.com.br/produtos/)
18:27:50	3193/3193	---M--	200	added ('OK')	image/png	etag:%2261d36362-c79%22	https://opytex.com.br/media/uploads/produtos/icone/iconestock.png	C:/Users/opytex-note-1/Documents/opytex/opytex.com.br/media/uploads/produtos/icone/iconestock.png	(from https://opytex.com.br/produtos/)
18:27:50	124698/124698	---M--	200	added ('OK')	image/jpeg	etag:%2261d36294-1e71a%22	https://opytex.com.br/media/static/img/blog-header-bg.jpg	C:/Users/opytex-note-1/Documents/opytex/opytex.com.br/media/static/img/blog-header-bg.jpg	(from https://opytex.com.br/blog/)
18:27:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Feb%202023%2021:27:51%20GMT	https://opytex.com.br/posts	C:/Users/opytex-note-1/Documents/opytex/opytex.com.br/posts	(from https://opytex.com.br/blog/)
18:27:51	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Feb%202023%2021:27:51%20GMT	https://opytex.com.br/blog/tag/venda	C:/Users/opytex-note-1/Documents/opytex/opytex.com.br/blog/tag/venda	(from https://opytex.com.br/blog/)
18:27:51	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Feb%202023%2021:27:51%20GMT	https://opytex.com.br/blog/tag/gestao	C:/Users/opytex-note-1/Documents/opytex/opytex.com.br/blog/tag/gestao	(from https://opytex.com.br/blog/)
18:27:51	26552/26552	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2021:27:52%20GMT	https://opytex.com.br/posts/	C:/Users/opytex-note-1/Documents/opytex/opytex.com.br/posts/index.html	(from https://opytex.com.br/blog/)
18:27:51	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Feb%202023%2021:27:52%20GMT	https://opytex.com.br/blog/categoria/gestao	C:/Users/opytex-note-1/Documents/opytex/opytex.com.br/blog/categoria/gestao	(from https://opytex.com.br/blog/)
18:27:55	479991/479991	---M--	200	added ('OK')	image/png	etag:%2261d3627c-752f7%22	https://opytex.com.br/media/static/img/material-header-bg.png	C:/Users/opytex-note-1/Documents/opytex/opytex.com.br/media/static/img/material-header-bg.png	(from https://opytex.com.br/material/)
18:27:55	23220/23220	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2021:27:52%20GMT	https://opytex.com.br/blog/tag/venda/	C:/Users/opytex-note-1/Documents/opytex/opytex.com.br/blog/tag/venda/index.html	(from https://opytex.com.br/blog/)
18:27:55	27759/27759	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2021:27:53%20GMT	https://opytex.com.br/blog/tag/gestao/	C:/Users/opytex-note-1/Documents/opytex/opytex.com.br/blog/tag/gestao/index.html	(from https://opytex.com.br/blog/)
18:27:55	29469/29469	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2021:27:54%20GMT	https://opytex.com.br/blog/categoria/gestao/	C:/Users/opytex-note-1/Documents/opytex/opytex.com.br/blog/categoria/gestao/index.html	(from https://opytex.com.br/blog/)
18:27:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2022%20Feb%202023%2021:27:56%20GMT	https://opytex.com.br/trabalhe-conosco	C:/Users/opytex-note-1/Documents/opytex/opytex.com.br/trabalhe-conosco	(from https://opytex.com.br/contato/)
18:27:56	333073/333073	---M--	200	added ('OK')	image/png	etag:%2261d3628a-51511%22	https://opytex.com.br/media/static/img/contato-header-bg.png	C:/Users/opytex-note-1/Documents/opytex/opytex.com.br/media/static/img/contato-header-bg.png	(from https://opytex.com.br/contato/)
18:27:56	22359/22359	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2021:27:56%20GMT	https://opytex.com.br/trabalhe-conosco/	C:/Users/opytex-note-1/Documents/opytex/opytex.com.br/trabalhe-conosco/index.html	(from https://opytex.com.br/contato/)
18:27:56	271514/271514	---M--	200	added ('OK')	image/png	etag:%2261d36286-4249a%22	https://opytex.com.br/media/static/img/parcerias_02.png	C:/Users/opytex-note-1/Documents/opytex/opytex.com.br/media/static/img/parcerias_02.png	(from https://opytex.com.br/parcerias/)
18:27:57	16860/16860	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Feb%202023%2021:27:57%20GMT	https://opytex.com.br/blog/juntos-venceremos-o-covid-19/09.png	C:/Users/opytex-note-1/Documents/opytex/opytex.com.br/blog/juntos-venceremos-o-covid-19/09.png	(from https://opytex.com.br/blog/juntos-venceremos-o-covid-19/)
18:27:58	603/603	---M--	200	added ('OK')	image/png	etag:%22568fdc50-25b%22	https://simplesharebuttons.com/images/somacro/facebook.png	C:/Users/opytex-note-1/Documents/opytex/simplesharebuttons.com/images/somacro/facebook.png	(from https://opytex.com.br/blog/juntos-venceremos-o-covid-19/)
18:27:58	710/710	---M--	200	added ('OK')	image/png	etag:%22568fdc50-2c6%22	https://simplesharebuttons.com/images/somacro/twitter.png	C:/Users/opytex-note-1/Documents/opytex/simplesharebuttons.com/images/somacro/twitter.png	(from https://opytex.com.br/blog/juntos-venceremos-o-covid-19/)
18:27:58	2222627/2222627	---M--	200	added ('OK')	image/png	etag:%2261d363ae-21ea23%22	https://opytex.com.br/media/redactor/09.png	C:/Users/opytex-note-1/Documents/opytex/opytex.com.br/media/redactor/09.png	(from https://opytex.com.br/blog/juntos-venceremos-o-covid-19/)
18:27:58	676/676	---M--	200	added ('OK')	image/png	etag:%22568fdc50-2a4%22	https://simplesharebuttons.com/images/somacro/linkedin.png	C:/Users/opytex-note-1/Documents/opytex/simplesharebuttons.com/images/somacro/linkedin.png	(from https://opytex.com.br/blog/juntos-venceremos-o-covid-19/)
18:27:59	1441/1441	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261d3627a-5a1%22	https://opytex.com.br/media/static/img/whatsapp-icon.svg	C:/Users/opytex-note-1/Documents/opytex/opytex.com.br/media/static/img/whatsapp-icon.svg	(from https://opytex.com.br/blog/juntos-venceremos-o-covid-19/)
18:27:59	145809/145809	---M--	200	added ('OK')	image/jpeg	etag:%2261d3634c-23991%22	https://opytex.com.br/media/uploads/blog/thumbnail/4.jpg	C:/Users/opytex-note-1/Documents/opytex/opytex.com.br/media/uploads/blog/thumbnail/4.jpg	(from https://opytex.com.br/posts/)
18:27:59	30739/30739	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2021:28:00%20GMT	https://opytex.com.br/blog/por-que-criar-uma-loja-virtual-e-uma-boa-para-comecar-empreender/	C:/Users/opytex-note-1/Documents/opytex/opytex.com.br/blog/por-que-criar-uma-loja-virtual-e-uma-boa-para-comecar-empreender/index.html	(from https://opytex.com.br/posts/)
